url,id,node_id,number,title,description,creator_id,open_issues,closed_issues,state,created_at,updated_at,due_on,closed_at,html_url,labels_url
https://api.github.com/repos/emgarten/Sleet/milestones/2,2834793,MDk6TWlsZXN0b25lMjgzNDc5Mw==,2,2.2.0,NA,6381138,0,1,open,2017-10-13T05:59:19Z,2017-10-13T05:59:19Z,NA,NA,https://github.com/emgarten/Sleet/milestone/2,https://api.github.com/repos/emgarten/Sleet/milestones/2/labels
https://api.github.com/repos/emgarten/Sleet/milestones/1,2646709,MDk6TWlsZXN0b25lMjY0NjcwOQ==,1,2.0.0,NA,6381138,0,1,open,2017-07-18T05:48:04Z,2017-08-28T02:50:28Z,NA,NA,https://github.com/emgarten/Sleet/milestone/1,https://api.github.com/repos/emgarten/Sleet/milestones/1/labels
https://api.github.com/repos/formulahendry/vscode-auto-close-tag/milestones/1,2071501,MDk6TWlsZXN0b25lMjA3MTUwMQ==,1,Backlog,,1050213,2,0,open,2016-10-15T04:32:15Z,2016-11-18T12:57:04Z,NA,NA,https://github.com/formulahendry/vscode-auto-close-tag/milestone/1,https://api.github.com/repos/formulahendry/vscode-auto-close-tag/milestones/1/labels
https://api.github.com/repos/hbons/SparkleShare/milestones/16,2795479,MDk6TWlsZXN0b25lMjc5NTQ3OQ==,16,"""Hacker Heaven""","Stuff that will make it easier to hack on SparkleShare and maintain quality, but doesn't benefit the user directly.",103326,8,5,open,2017-09-26T17:59:03Z,2021-03-06T05:18:12Z,NA,NA,https://github.com/hbons/SparkleShare/milestone/16,https://api.github.com/repos/hbons/SparkleShare/milestones/16/labels
https://api.github.com/repos/hbons/SparkleShare/milestones/18,3155891,MDk6TWlsZXN0b25lMzE1NTg5MQ==,18,3.32,,103326,5,1,open,2018-03-02T10:59:12Z,2018-06-10T04:24:02Z,2019-03-15T07:00:00Z,NA,https://github.com/hbons/SparkleShare/milestone/18,https://api.github.com/repos/hbons/SparkleShare/milestones/18/labels
https://api.github.com/repos/hbons/SparkleShare/milestones/17,3138958,MDk6TWlsZXN0b25lMzEzODk1OA==,17,3.30,,103326,6,0,open,2018-02-23T12:15:45Z,2018-03-14T08:11:04Z,2018-09-15T07:00:00Z,NA,https://github.com/hbons/SparkleShare/milestone/17,https://api.github.com/repos/hbons/SparkleShare/milestones/17/labels
https://api.github.com/repos/hbons/SparkleShare/milestones/14,199341,MDk6TWlsZXN0b25lMTk5MzQx,14,"2.0 – ""Break All The Things""",,103326,0,7,closed,2012-10-22T13:19:46Z,2018-02-22T21:38:17Z,NA,2018-02-22T21:38:17Z,https://github.com/hbons/SparkleShare/milestone/14,https://api.github.com/repos/hbons/SparkleShare/milestones/14/labels
https://api.github.com/repos/hbons/SparkleShare/milestones/10,54823,MDk6TWlsZXN0b25lNTQ4MjM=,10,1.0.0,,103326,0,38,closed,2011-11-12T02:30:43Z,2012-11-18T11:20:02Z,2012-04-30T07:00:00Z,2012-11-18T11:20:02Z,https://github.com/hbons/SparkleShare/milestone/10,https://api.github.com/repos/hbons/SparkleShare/milestones/10/labels
https://api.github.com/repos/hbons/SparkleShare/milestones/13,92430,MDk6TWlsZXN0b25lOTI0MzA=,13,Windows,Release a stable installable Windows version using Windows Presentation Foundation for its UI.,103326,0,5,closed,2012-03-05T23:23:28Z,2012-03-11T23:29:16Z,NA,2012-03-11T23:29:16Z,https://github.com/hbons/SparkleShare/milestone/13,https://api.github.com/repos/hbons/SparkleShare/milestones/13/labels
https://api.github.com/repos/hbons/SparkleShare/milestones/12,66806,MDk6TWlsZXN0b25lNjY4MDY=,12,0.8.0,,103326,0,1,closed,2011-12-20T13:34:08Z,2012-01-13T19:46:47Z,2012-01-15T08:00:00Z,2011-12-25T10:26:07Z,https://github.com/hbons/SparkleShare/milestone/12,https://api.github.com/repos/hbons/SparkleShare/milestones/12/labels
