owner,repo,etag
scottrice,Ice,"W/""90c254263878c762799b7010f1512860aaebc6196b6e6d88382ea1fc221131ad"""
tantaman,Strut,"W/""c719fda0d4a573fed1c3aaacf3142ec0609fe5364bf010c7fce7beb913aebf2e"""
yannickl,QRCodeReader.swift,"W/""55d2d1e1ebe02eb2bb990f8559a80229a8fa38acf7283c7e8c7c3d1aaedd247d"""
yannickl,YLProgressBar,"W/""e620da81bce65955feaee740ea3695d0acd52cda043e4149b73250d84ff1baff"""
yangshun,front-end-interview-handbook,"W/""ed5a650dea7230b512d5411b1c4558266fbcef1fc5cadd511dde9e8f6f004c74"""
vudung45,FaceRec,"W/""10522f76e106e8a71f1d09324e45055f7a8e562e8ec46fbfd1d9d9d667e7bb65"""
zpao,qrcode.react,"W/""d023741305abfad275c6dd48a0093869f1ef2f5780f2ef84236159bb8cfacd5d"""
