issue_id,id,node_id,url,name,color,default,description
43035139,2488660,MDU6TGFiZWwyNDg4NjYw,https://api.github.com/repos/laserlemon/figaro/labels/feature,feature,207de5,FALSE,NA
32497132,2488658,MDU6TGFiZWwyNDg4NjU4,https://api.github.com/repos/laserlemon/figaro/labels/bug,bug,fc2929,TRUE,NA
32362128,91317980,MDU6TGFiZWw5MTMxNzk4MA==,https://api.github.com/repos/laserlemon/figaro/labels/documentation,documentation,009800,TRUE,NA
31795981,91317980,MDU6TGFiZWw5MTMxNzk4MA==,https://api.github.com/repos/laserlemon/figaro/labels/documentation,documentation,009800,TRUE,NA
31755824,2488662,MDU6TGFiZWwyNDg4NjYy,https://api.github.com/repos/laserlemon/figaro/labels/question,question,eb6420,TRUE,NA
31627028,2488658,MDU6TGFiZWwyNDg4NjU4,https://api.github.com/repos/laserlemon/figaro/labels/bug,bug,fc2929,TRUE,NA
31582475,2488662,MDU6TGFiZWwyNDg4NjYy,https://api.github.com/repos/laserlemon/figaro/labels/question,question,eb6420,TRUE,NA
31331736,2488662,MDU6TGFiZWwyNDg4NjYy,https://api.github.com/repos/laserlemon/figaro/labels/question,question,eb6420,TRUE,NA
31193900,91317980,MDU6TGFiZWw5MTMxNzk4MA==,https://api.github.com/repos/laserlemon/figaro/labels/documentation,documentation,009800,TRUE,NA
31193658,2488662,MDU6TGFiZWwyNDg4NjYy,https://api.github.com/repos/laserlemon/figaro/labels/question,question,eb6420,TRUE,NA
31192909,91317980,MDU6TGFiZWw5MTMxNzk4MA==,https://api.github.com/repos/laserlemon/figaro/labels/documentation,documentation,009800,TRUE,NA
30891142,91317980,MDU6TGFiZWw5MTMxNzk4MA==,https://api.github.com/repos/laserlemon/figaro/labels/documentation,documentation,009800,TRUE,NA
26197706,2488660,MDU6TGFiZWwyNDg4NjYw,https://api.github.com/repos/laserlemon/figaro/labels/feature,feature,207de5,FALSE,NA
25428974,2488658,MDU6TGFiZWwyNDg4NjU4,https://api.github.com/repos/laserlemon/figaro/labels/bug,bug,fc2929,TRUE,NA
25170957,91317980,MDU6TGFiZWw5MTMxNzk4MA==,https://api.github.com/repos/laserlemon/figaro/labels/documentation,documentation,009800,TRUE,NA
22284018,2488660,MDU6TGFiZWwyNDg4NjYw,https://api.github.com/repos/laserlemon/figaro/labels/feature,feature,207de5,FALSE,NA
21844764,2488660,MDU6TGFiZWwyNDg4NjYw,https://api.github.com/repos/laserlemon/figaro/labels/feature,feature,207de5,FALSE,NA
16233195,91317980,MDU6TGFiZWw5MTMxNzk4MA==,https://api.github.com/repos/laserlemon/figaro/labels/documentation,documentation,009800,TRUE,NA
11334686,2488660,MDU6TGFiZWwyNDg4NjYw,https://api.github.com/repos/laserlemon/figaro/labels/feature,feature,207de5,FALSE,NA
4223324,2488660,MDU6TGFiZWwyNDg4NjYw,https://api.github.com/repos/laserlemon/figaro/labels/feature,feature,207de5,FALSE,NA
4223324,2488662,MDU6TGFiZWwyNDg4NjYy,https://api.github.com/repos/laserlemon/figaro/labels/question,question,eb6420,TRUE,NA
4209235,2488660,MDU6TGFiZWwyNDg4NjYw,https://api.github.com/repos/laserlemon/figaro/labels/feature,feature,207de5,FALSE,NA
3935660,2488660,MDU6TGFiZWwyNDg4NjYw,https://api.github.com/repos/laserlemon/figaro/labels/feature,feature,207de5,FALSE,NA
3935660,2488662,MDU6TGFiZWwyNDg4NjYy,https://api.github.com/repos/laserlemon/figaro/labels/question,question,eb6420,TRUE,NA
3935584,2488660,MDU6TGFiZWwyNDg4NjYw,https://api.github.com/repos/laserlemon/figaro/labels/feature,feature,207de5,FALSE,NA
864269227,1694741488,MDU6TGFiZWwxNjk0NzQxNDg4,https://api.github.com/repos/lostintangent/gistpad/labels/bug,bug,d73a4a,TRUE,Something isn't working
856828281,1694741491,MDU6TGFiZWwxNjk0NzQxNDkx,https://api.github.com/repos/lostintangent/gistpad/labels/enhancement,enhancement,a2eeef,TRUE,New feature or request
843987149,2209549900,MDU6TGFiZWwyMjA5NTQ5OTAw,https://api.github.com/repos/lostintangent/gistpad/labels/dependencies,dependencies,0366d6,FALSE,Pull requests that update a dependency file
841375120,1694741491,MDU6TGFiZWwxNjk0NzQxNDkx,https://api.github.com/repos/lostintangent/gistpad/labels/enhancement,enhancement,a2eeef,TRUE,New feature or request
836483523,2209549900,MDU6TGFiZWwyMjA5NTQ5OTAw,https://api.github.com/repos/lostintangent/gistpad/labels/dependencies,dependencies,0366d6,FALSE,Pull requests that update a dependency file
836481997,2209549900,MDU6TGFiZWwyMjA5NTQ5OTAw,https://api.github.com/repos/lostintangent/gistpad/labels/dependencies,dependencies,0366d6,FALSE,Pull requests that update a dependency file
827030273,2209549900,MDU6TGFiZWwyMjA5NTQ5OTAw,https://api.github.com/repos/lostintangent/gistpad/labels/dependencies,dependencies,0366d6,FALSE,Pull requests that update a dependency file
820300667,1694741488,MDU6TGFiZWwxNjk0NzQxNDg4,https://api.github.com/repos/lostintangent/gistpad/labels/bug,bug,d73a4a,TRUE,Something isn't working
820228817,1694741491,MDU6TGFiZWwxNjk0NzQxNDkx,https://api.github.com/repos/lostintangent/gistpad/labels/enhancement,enhancement,a2eeef,TRUE,New feature or request
810789605,1694741491,MDU6TGFiZWwxNjk0NzQxNDkx,https://api.github.com/repos/lostintangent/gistpad/labels/enhancement,enhancement,a2eeef,TRUE,New feature or request
805291266,1694741491,MDU6TGFiZWwxNjk0NzQxNDkx,https://api.github.com/repos/lostintangent/gistpad/labels/enhancement,enhancement,a2eeef,TRUE,New feature or request
803597727,1694741491,MDU6TGFiZWwxNjk0NzQxNDkx,https://api.github.com/repos/lostintangent/gistpad/labels/enhancement,enhancement,a2eeef,TRUE,New feature or request
802671697,1694741491,MDU6TGFiZWwxNjk0NzQxNDkx,https://api.github.com/repos/lostintangent/gistpad/labels/enhancement,enhancement,a2eeef,TRUE,New feature or request
788694601,1694741491,MDU6TGFiZWwxNjk0NzQxNDkx,https://api.github.com/repos/lostintangent/gistpad/labels/enhancement,enhancement,a2eeef,TRUE,New feature or request
785125538,1694741488,MDU6TGFiZWwxNjk0NzQxNDg4,https://api.github.com/repos/lostintangent/gistpad/labels/bug,bug,d73a4a,TRUE,Something isn't working
781273467,1694741491,MDU6TGFiZWwxNjk0NzQxNDkx,https://api.github.com/repos/lostintangent/gistpad/labels/enhancement,enhancement,a2eeef,TRUE,New feature or request
779422268,2209549900,MDU6TGFiZWwyMjA5NTQ5OTAw,https://api.github.com/repos/lostintangent/gistpad/labels/dependencies,dependencies,0366d6,FALSE,Pull requests that update a dependency file
775383317,1694741488,MDU6TGFiZWwxNjk0NzQxNDg4,https://api.github.com/repos/lostintangent/gistpad/labels/bug,bug,d73a4a,TRUE,Something isn't working
