id
379758
67437
1904267
668742
11340230
6450526
6162142
4550114
17967
13630311
25683935
37088485
83579
13115709
29283297
34264
10137
117234
18155725
20685225
299102
422544
19543092
8518239
23450142
1180691
5428510
10441478
346917
198049
753580
968480
3416976
799247
6199588
1280613
1436309
20638344
3317829
19485435
243864
502515
5188
1512282
17094702
1711530
96518
388813
337117
380340
2871482
386464
1812732
7431299
6419820
311077
156377
11966
8686588
259633
684942
346068
1375289
1019025
9097501
245443
271948
10874030
3384
447482
494636
1692739
166072
528882
7557791
2275241
927
614945
17513
192727
129305
3828141
949482
5054233
94053
3067602
601961
751958
5640733
324213
1782893
69637
1212023
151600
382334
927440
146013
1767008
475834
1261670
290314
2377978
2746773
578377
38684
1227892
1963163
906793
155783
997157
505478
3721451
3050164
350038
7718486
1484366
1296472
4951910
68624
793874
1019253
539295
23349
4853140
25253
1065956
123726
687065
19890
118415
233615
3474501
1578074
6824792
3952646
2270
395073
651620
85531
1648712
780144
3117356
101474
55860
516194
824678
25810
3199333
986645
950301
794694
27202
2121467
334809
597016
347537
346819
292365
473529
194640
126936
372118
11361
154287
285582
792768
672162
617
3744979
24117
12849
2168598
1079968
1509787
736291
4655999
3077
2735001
7714
260588
1595715
69235
58342
82063
4225476
2814679
2279083
2551544
282514
536118
2564322
457218
1819
35243
597965
531168
119183
692702
1001703
173797
106689
612116
19505
1046192
744056
25503
1676964
408570
187961
874365
446106
632607
1561824
52381
73028
69663
25222
38746
89319
15450945
72059049
49699333
58492715
14983952
22407953
28631775
23031396
709451
13532220
85767
15258962
3136012
7792451
692367
116461
71431969
2327905
7388088
2743558
209726
3299161
1478800
68
1027357
343840
36192863
656833
537189
11495164
3483618
827762
13913131
1748744
2033947
122587
15854
1326704
20570
460315
8348647
35271042
35694117
6680040
36089809
441243
15640944
9307840
6450690
1578506
406937
993684
8366098
9035359
1202528
284612
1308620
535842
5316446
13570034
7406492
374863
39203582
16176
12738587
567540
812777
822167
17052665
4861023
1761395
842273
89361
327445
4400306
9342308
9008753
16430219
537419
3803209
2251172
16239726
9086133
9526904
49415252
30230848
16635729
1875734
20356185
2337208
536716
4768176
44368997
17536831
936006
5408596
152910
1935696
23145
27637
2390806
64315097
6282993
35559153
212593
54085641
12117783
146870
52839867
627280
46404662
47231650
8060793
272498
5248041
34469186
1528088
30631272
12421329
9151426
5808572
31504723
20681910
6426374
330156
33114
14303917
120454
1791129
7398774
200434
985767
237063
983461
14359218
13650046
25139092
9427202
6223285
5056411
3270426
8587882
16017660
27968888
5953369
53490304
893383
12573010
9566362
248078
24696729
49576880
28388210
44504414
19977234
3342975
10247234
16025641
484618
7707864
16810067
36789066
66670
3335181
301689
4019718
5438099
26993917
174160
28251955
5636720
3341
13329684
7523911
1175041
42910
3014095
5505858
4806617
469365
9827
3498223
3750359
7918536
6663338
6138899
415435
64992
13147556
3273449
24446684
13088397
4012545
3405759
6604806
19926868
5609872
1393708
2070044
11786389
16246242
11789788
5710830
15341250
16429420
1737335
59300
16229207
556933
5162687
1406170
1043503
1170685
56480008
891025
12570877
563345
1123997
6361200
837028
579984
1212885
98681
78042406
382183
13385012
55269818
21370524
58654759
38782354
16325641
44493964
244772
56557560
13651291
51190722
42021006
46240987
42115530
10222521
30243266
469438
22152591
32625311
15058771
32027253
14156285
24401401
7085184
29293271
31485396
89101
17742458
11993637
15954374
5466327
9712111
22249411
16169915
8342260
10331806
9916806
19161565
3299130
13892777
15868219
16934277
19941737
6939958
17285770
277773
3127419
16160829
14036376
16990305
16384615
855184
828452
515889
156676
5705561
2043141
4660275
1590536
143132
5665931
1225343
10389275
7802681
6239035
2596367
11025216
10618799
1425809
8389542
2085468
10553406
178448
58062
5287596
435051
120511
218949
7233649
419884
3692812
2481481
1538528
3921289
1924383
4068718
8165355
2734391
5673394
8922554
6772876
319471
8379740
5895441
8431457
8364702
3753672
761287
8046083
7510116
407905
2799451
283419
5696585
7627191
65468
7521744
7502135
1846676
716935
1000669
5861092
1731046
1920495
