issue_id,id
478288879,15967687
478287595,15967687
373275041,15967687
521960044,75904
455184870,75904
434047559,75904
351935675,75904
264920211,75904
262132000,75904
224678223,75904
220110672,75904
216556042,75904
211510342,75904
140302138,75904
111288888,75904
58491811,75904
427418307,10660468
385081364,10660468
267904998,10660468
265544668,10660468
265544666,10660468
264477511,10660468
264257509,10660468
263735304,10660468
263687675,10660468
263653101,10660468
263313483,10660468
262781979,10660468
262680836,10660468
262675789,10660468
262675786,10660468
