issue_id,id,node_id,url,name,color,default,description
398932040,154258504,MDU6TGFiZWwxNTQyNTg1MDQ=,https://api.github.com/repos/tg123/sshpiper/labels/bug,bug,fc2929,TRUE,NA
370899728,154258504,MDU6TGFiZWwxNTQyNTg1MDQ=,https://api.github.com/repos/tg123/sshpiper/labels/bug,bug,fc2929,TRUE,NA
662969082,1858069639,MDU6TGFiZWwxODU4MDY5NjM5,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/dependencies,dependencies,0366d6,FALSE,Pull requests that update a dependency file
567721966,1858069639,MDU6TGFiZWwxODU4MDY5NjM5,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/dependencies,dependencies,0366d6,FALSE,Pull requests that update a dependency file
206563917,386660474,MDU6TGFiZWwzODY2NjA0NzQ=,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/bug,bug,ee0701,TRUE,NA
206253606,386660476,MDU6TGFiZWwzODY2NjA0NzY=,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/enhancement,enhancement,84b6eb,TRUE,NA
206253606,386660477,MDU6TGFiZWwzODY2NjA0Nzc=,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/help%20wanted,help wanted,128A0C,TRUE,NA
191804406,386660474,MDU6TGFiZWwzODY2NjA0NzQ=,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/bug,bug,ee0701,TRUE,NA
191804406,386660477,MDU6TGFiZWwzODY2NjA0Nzc=,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/help%20wanted,help wanted,128A0C,TRUE,NA
189244593,386660476,MDU6TGFiZWwzODY2NjA0NzY=,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/enhancement,enhancement,84b6eb,TRUE,NA
189244593,386660477,MDU6TGFiZWwzODY2NjA0Nzc=,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/help%20wanted,help wanted,128A0C,TRUE,NA
189244593,391568625,MDU6TGFiZWwzOTE1Njg2MjU=,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/in%20discussion,in discussion,c5def5,FALSE,NA
172998916,386660476,MDU6TGFiZWwzODY2NjA0NzY=,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/enhancement,enhancement,84b6eb,TRUE,NA
172998916,386660477,MDU6TGFiZWwzODY2NjA0Nzc=,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/help%20wanted,help wanted,128A0C,TRUE,NA
169541391,386660479,MDU6TGFiZWwzODY2NjA0Nzk=,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/question,question,cc317c,TRUE,NA
165362004,391568625,MDU6TGFiZWwzOTE1Njg2MjU=,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/in%20discussion,in discussion,c5def5,FALSE,NA
162607670,386660474,MDU6TGFiZWwzODY2NjA0NzQ=,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/bug,bug,ee0701,TRUE,NA
162607670,386660477,MDU6TGFiZWwzODY2NjA0Nzc=,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/help%20wanted,help wanted,128A0C,TRUE,NA
162463175,391568540,MDU6TGFiZWwzOTE1Njg1NDA=,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/documentation,documentation,fef2c0,TRUE,NA
162463175,386660477,MDU6TGFiZWwzODY2NjA0Nzc=,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/help%20wanted,help wanted,128A0C,TRUE,NA
159824196,391574206,MDU6TGFiZWwzOTE1NzQyMDY=,https://api.github.com/repos/TheLarkInn/angular2-template-loader/labels/pr%20state:%20LGTM,pr state: LGTM,fbca04,FALSE,NA
