owner_login,name,etag
seejohnrun,haste-server,"W/""542b877942ef029621f4bc90bc44bf343f4b1bfb804f2e0db1165c34c521262f"""
seejohnrun,ice_cube,"W/""4e162fef93d425965617d5b8984802634694b20206ae5b18cfa8e667b44a0465"""
seveas,python-networkmanager,"W/""8451aaf2052396cc66a3d8fa808dc40fb57302e338d73219577a7a7c9298f1ff"""
seveas,git-spindle,"W/""07539222e1b368afab2bab5d5ec1be19f2e206a798a3669f3dbd90bd52eb4174"""
seveas,python-hpilo,"W/""1d425837c63b01c5d737c103c4d168cc0e7a7eb7524e2236a90b81b662d9ded3"""
technicalpickles,jeweler,"W/""7f234436f631fe69306329a9d03cc7a50c356d5d59d164ad9e258855668d82ab"""
zeke,semantic-pull-requests,"W/""9fcfdaea269f712a6159205524da3130e1f0f919241bceb6a5453e6e7596f9e2"""
