issue_id,id
168012952,3230381
147438141,3230381
67977904,3230381
585310991,3639446
479790674,3639446
353027033,3639446
271890373,3639446
269031449,3639446
220793744,3639446
183239964,3639446
153139672,7137242
142500177,3639446
134383881,3639446
117344611,10757154
116637055,3639446
114646617,10757154
110665458,10757154
110254450,10757154
109830251,10757154
103473340,10757154
101445883,10757154
98193251,10757154
98140277,10757154
95321544,10757154
90428612,10757154
90391557,10757154
90247644,7629483
67343765,10757154
66377121,10757154
65493781,3639446
65493031,3639446
65481590,7137242
65133956,10757154
64935395,10757154
64054495,10757154
64054409,10757154
64054250,10757154
64036574,10757154
63080866,3639446
62483619,10757154
59845968,7629483
59828832,7629483
59828708,7629483
59827874,10757154
59827782,7629483
345303092,3372431
321003975,3372431
317376597,3372431
608490263,5612024
567402333,5612024
554315268,5612024
545445077,5612024
524727103,5612024
479375843,5612024
471397700,5612024
470367300,5612024
419751957,5612024
351738271,5612024
350990103,5612024
334884632,5612024
333038788,5612024
315436860,5612024
304373570,5612024
304200097,5612024
303381334,5612024
300238106,5612024
290032557,5612024
286133278,5612024
285357936,5612024
282251679,5612024
282218920,5612024
277544070,5612024
276573097,5612024
269339827,5612024
268964586,5612024
268893204,5612024
268677449,5612024
267047303,5612024
265577474,5612024
263909260,5612024
261083363,5612024
258972133,5612024
258049837,5612024
254573364,5612024
253886730,5612024
249406813,5612024
242862618,5612024
241915931,5612024
241679000,5612024
241659007,5612024
241422307,5612024
241162137,5612024
225156132,5612024
224570754,5612024
217639809,5612024
217636896,5612024
217374038,5612024
216570895,5612024
214021941,5612024
206921111,5612024
206827034,5612024
206760879,5612024
205756478,5612024
205720728,5612024
205719898,5612024
204260712,5612024
200492811,5612024
200472183,5612024
200185726,5612024
199368115,5612024
199367447,5612024
198987447,5612024
193973355,5612024
191623948,5612024
189006059,5612024
187719700,5612024
187578929,5612024
186534443,5612024
185911054,5612024
171439796,5612024
152044412,5612024
152043572,5612024
146806917,5612024
132493047,5612024
123712332,5612024
115455756,5612024
109612593,5612024
100291698,5612024
79330508,5612024
78513832,5612024
72796904,5612024
72670980,5612024
72534185,5612024
67734508,5612024
59294770,5612024
54422482,5612024
54153853,5612024
53950511,5612024
53873277,5612024
272600819,618466
162343296,246103
55916234,246103
24414072,246103
19433237,246103
19433197,246103
33060842,886011
33060695,886011
33060626,886011
33044973,886011
32927122,886011
29254986,886011
240793233,453695
29505360,1356828
28690321,1356828
27194143,1356828
14775840,4427896
13393639,1220743
22344297,326885
19574509,326885
618945178,62170586
611059031,2112697
608352071,2112697
573592071,2112697
573467038,2112697
569980314,2112697
540322487,2112697
512771283,2112697
506196347,2112697
434239866,2112697
429099986,2112697
395195666,2112697
363972264,2112697
358571644,2112697
318244216,2112697
309168352,2112697
297379293,2112697
292212793,2112697
286712281,2112697
276441799,1114542
264086871,1114542
261320337,2112697
252463902,1114542
251595031,1114542
236678498,2112697
232338835,1114542
223120273,1114542
217650821,1114542
216477180,1114542
87801312,2112697
561737203,1023193
558107325,1023193
557792085,1023193
520649585,1023193
517465597,1023193
506710067,1023193
490860094,1023193
424494930,1023193
380387422,1023193
380318600,1023193
375772003,1023193
311385936,1023193
287951820,1023193
286514185,1023193
284325945,1023193
277987845,1023193
270506138,1023193
256671229,1023193
240685190,1023193
238429959,1023193
236449543,1023193
233364453,1023193
230839396,1023193
229178858,1023193
228367747,1023193
228264320,1023193
220358200,1023193
207464310,1023193
203920512,1023193
202345931,1023193
193803884,1023193
174002508,1023193
146337278,1023193
130178573,1023193
117804088,1023193
95771666,1023193
94821567,1023193
93793185,1023193
93134668,1023193
69486686,1023193
69486040,1023193
69368563,1023193
67385661,1023193
65248924,1023193
65119869,1023193
64297163,1023193
62956503,1023193
61635448,1023193
56827258,1023193
56141478,1023193
56141474,1023193
56141470,1023193
56141464,1023193
415566113,2823336
392214604,2823336
360640538,266302
324903824,4113649
36470935,1152020
36005760,1152020
246416648,11927375
244875969,11927375
244832702,11927375
244079153,11927375
208452309,11927375
194269501,11927375
365748668,25274700
336422221,25274700
332253252,25274700
328788644,25274700
63418010,4303
