owner,repo,checked_at,etag
brianlovin,security-checklist,2021-04-26T01:36:39Z,"W/""4c021a0adcb2b0bbf161b4912bd5e540f1cdec056d6d2bbf8f2529edb43d2234"""
BlakeWilliams,Elixir-Slack,2021-04-26T01:36:45Z,"W/""61c0537847ca50c6209bf5df835d9d6500f405f451765a6e380186edd695370c"""
BinaryMuse,fluxxor,2021-04-26T01:36:50Z,"W/""b89f649f5509303b4673b9ea7fa4cc743cc526b89021fca3753dfbddf9b583ec"""
cheshire137,competiwatch-desktop,2021-04-26T01:36:52Z,"W/""3a78e657a229a78b1c62b9a33ffbbcba1cbd8710120d18426e8ca8ef45782b24"""
cheshire137,soma-chrome,2021-04-26T01:36:54Z,"W/""d27ec1cf47f35a9a4cd335bd4547243598455edea6ad6a0c830ec3cd043a7929"""
bswinnerton,launchbar-github,2021-04-26T01:36:57Z,"W/""4a0caa6283215d8d53c81d11834bb8f7c1128bdca4d36e087908dea067c8c9dd"""
cschleiden,vscode-github-actions,2021-04-26T01:36:59Z,"W/""c650f664fac6c39f3e48245e9bdd2397c6894cec11113a14312ec6d311731ea4"""
cholick,idea-spock-enhancements,2021-04-26T01:37:00Z,"W/""7ed07909c545f2dc8ea5cebc6742731bf497d888d4662c2de14a82c01de1f138"""
dcreager,libcork,2021-04-26T01:37:04Z,"W/""3a656b5f4df312b34a24951b3b1e660753547fdb9a9ebf396d1aacdfa3d82d08"""
