owner,repo,issue_id,id,node_id,url,actor_id,event,commit_id,created_at,label_name,label_color,performed_via_github_app,assignee_id,assigner_id,rename_from,rename_to,review_requester_id,requested_reviewer_id,milestone,events_url,commit_url
brianlovin,security-checklist,749341041,4030940396,MDExOkNsb3NlZEV2ZW50NDAzMDk0MDM5Ng==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030940396,1923260,closed,NA,2020-11-24T05:55:25Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/666/events,NA
brianlovin,security-checklist,749341041,4030940432,MDE5OkhlYWRSZWZEZWxldGVkRXZlbnQ0MDMwOTQwNDMy,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030940432,1923260,head_ref_deleted,NA,2020-11-24T05:55:26Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/666/events,NA
brianlovin,security-checklist,748489818,4025907398,MDEyOkxhYmVsZWRFdmVudDQwMjU5MDczOTg=,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4025907398,49699333,labeled,NA,2020-11-23T05:49:49Z,dependencies,0366d6,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/665/events,NA
brianlovin,security-checklist,748489818,4025907429,MDEzOkRlcGxveWVkRXZlbnQ0MDI1OTA3NDI5,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4025907429,35613825,deployed,NA,2020-11-23T05:49:49Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/665/events,NA
brianlovin,security-checklist,748489818,4025907449,MDEzOkFzc2lnbmVkRXZlbnQ0MDI1OTA3NDQ5,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4025907449,1923260,assigned,NA,2020-11-23T05:49:50Z,NA,NA,NA,1923260,49699333,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/665/events,NA
brianlovin,security-checklist,748489818,4030796468,MDE0Ok1lbnRpb25lZEV2ZW50NDAzMDc5NjQ2OA==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030796468,27347476,mentioned,NA,2020-11-24T04:49:55Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/665/events,NA
brianlovin,security-checklist,748489818,4030806825,MDIzOkhlYWRSZWZGb3JjZVB1c2hlZEV2ZW50NDAzMDgwNjgyNQ==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030806825,49699333,head_ref_force_pushed,NA,2020-11-24T04:55:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/665/events,NA
brianlovin,security-checklist,748489818,4030806957,MDEzOkRlcGxveWVkRXZlbnQ0MDMwODA2OTU3,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030806957,35613825,deployed,NA,2020-11-24T04:55:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/665/events,NA
brianlovin,security-checklist,748489818,4030816757,MDE1OlJlZmVyZW5jZWRFdmVudDQwMzA4MTY3NTc=,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030816757,1923260,referenced,70546c6ba6c3e3510069aaf01986cf1f1d1acb11,2020-11-24T04:59:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/665/events,https://api.github.com/repos/brianlovin/security-checklist/commits/70546c6ba6c3e3510069aaf01986cf1f1d1acb11
brianlovin,security-checklist,748489818,4030816764,MDExOk1lcmdlZEV2ZW50NDAzMDgxNjc2NA==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030816764,1923260,merged,70546c6ba6c3e3510069aaf01986cf1f1d1acb11,2020-11-24T04:59:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/665/events,https://api.github.com/repos/brianlovin/security-checklist/commits/70546c6ba6c3e3510069aaf01986cf1f1d1acb11
brianlovin,security-checklist,748489818,4030816772,MDExOkNsb3NlZEV2ZW50NDAzMDgxNjc3Mg==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030816772,1923260,closed,NA,2020-11-24T04:59:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/665/events,NA
brianlovin,security-checklist,748489818,4030816805,MDE5OkhlYWRSZWZEZWxldGVkRXZlbnQ0MDMwODE2ODA1,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030816805,1923260,head_ref_deleted,NA,2020-11-24T04:59:49Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/665/events,NA
brianlovin,security-checklist,748488723,4025902100,MDEyOkxhYmVsZWRFdmVudDQwMjU5MDIxMDA=,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4025902100,49699333,labeled,NA,2020-11-23T05:47:39Z,dependencies,0366d6,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/664/events,NA
brianlovin,security-checklist,748488723,4025902110,MDEzOkFzc2lnbmVkRXZlbnQ0MDI1OTAyMTEw,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4025902110,1923260,assigned,NA,2020-11-23T05:47:39Z,NA,NA,NA,1923260,49699333,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/664/events,NA
brianlovin,security-checklist,748488723,4025902224,MDEzOkRlcGxveWVkRXZlbnQ0MDI1OTAyMjI0,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4025902224,35613825,deployed,NA,2020-11-23T05:47:42Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/664/events,NA
brianlovin,security-checklist,748488723,4030796560,MDE0Ok1lbnRpb25lZEV2ZW50NDAzMDc5NjU2MA==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030796560,27347476,mentioned,NA,2020-11-24T04:49:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/664/events,NA
brianlovin,security-checklist,748488723,4030919042,MDIzOkhlYWRSZWZGb3JjZVB1c2hlZEV2ZW50NDAzMDkxOTA0Mg==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030919042,49699333,head_ref_force_pushed,NA,2020-11-24T05:45:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/664/events,NA
brianlovin,security-checklist,748488723,4030919205,MDEzOkRlcGxveWVkRXZlbnQ0MDMwOTE5MjA1,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030919205,35613825,deployed,NA,2020-11-24T05:45:52Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/664/events,NA
brianlovin,security-checklist,748488723,4030941088,MDE0Ok1lbnRpb25lZEV2ZW50NDAzMDk0MTA4OA==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030941088,27347476,mentioned,NA,2020-11-24T05:55:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/664/events,NA
brianlovin,security-checklist,748488723,4031163672,MDIzOkhlYWRSZWZGb3JjZVB1c2hlZEV2ZW50NDAzMTE2MzY3Mg==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4031163672,49699333,head_ref_force_pushed,NA,2020-11-24T07:12:32Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/664/events,NA
brianlovin,security-checklist,748488723,4031163915,MDEzOkRlcGxveWVkRXZlbnQ0MDMxMTYzOTE1,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4031163915,35613825,deployed,NA,2020-11-24T07:12:36Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/664/events,NA
brianlovin,security-checklist,748488723,4033368349,MDIzOkhlYWRSZWZGb3JjZVB1c2hlZEV2ZW50NDAzMzM2ODM0OQ==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4033368349,49699333,head_ref_force_pushed,NA,2020-11-24T15:18:23Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/664/events,NA
brianlovin,security-checklist,748488723,4033368759,MDEzOkRlcGxveWVkRXZlbnQ0MDMzMzY4NzU5,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4033368759,35613825,deployed,NA,2020-11-24T15:18:28Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/664/events,NA
brianlovin,security-checklist,748488723,4034994837,MDE1OlJlZmVyZW5jZWRFdmVudDQwMzQ5OTQ4Mzc=,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4034994837,1923260,referenced,84812dccb731d320dd04436051b6cf5522755010,2020-11-24T22:01:17Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/664/events,https://api.github.com/repos/brianlovin/security-checklist/commits/84812dccb731d320dd04436051b6cf5522755010
brianlovin,security-checklist,748488723,4034994840,MDExOk1lcmdlZEV2ZW50NDAzNDk5NDg0MA==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4034994840,1923260,merged,84812dccb731d320dd04436051b6cf5522755010,2020-11-24T22:01:17Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/664/events,https://api.github.com/repos/brianlovin/security-checklist/commits/84812dccb731d320dd04436051b6cf5522755010
brianlovin,security-checklist,748488723,4034994851,MDExOkNsb3NlZEV2ZW50NDAzNDk5NDg1MQ==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4034994851,1923260,closed,NA,2020-11-24T22:01:17Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/664/events,NA
brianlovin,security-checklist,748488723,4034994910,MDE5OkhlYWRSZWZEZWxldGVkRXZlbnQ0MDM0OTk0OTEw,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4034994910,1923260,head_ref_deleted,NA,2020-11-24T22:01:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/664/events,NA
brianlovin,security-checklist,748488128,4025898756,MDEyOkxhYmVsZWRFdmVudDQwMjU4OTg3NTY=,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4025898756,49699333,labeled,NA,2020-11-23T05:46:29Z,dependencies,0366d6,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/663/events,NA
brianlovin,security-checklist,748488128,4025898782,MDEzOkFzc2lnbmVkRXZlbnQ0MDI1ODk4Nzgy,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4025898782,1923260,assigned,NA,2020-11-23T05:46:29Z,NA,NA,NA,1923260,49699333,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/663/events,NA
brianlovin,security-checklist,748488128,4025898941,MDEzOkRlcGxveWVkRXZlbnQ0MDI1ODk4OTQx,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4025898941,35613825,deployed,NA,2020-11-23T05:46:32Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/663/events,NA
brianlovin,security-checklist,748488128,4030796751,MDE0Ok1lbnRpb25lZEV2ZW50NDAzMDc5Njc1MQ==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030796751,27347476,mentioned,NA,2020-11-24T04:50:04Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/663/events,NA
brianlovin,security-checklist,748488128,4030920643,MDIzOkhlYWRSZWZGb3JjZVB1c2hlZEV2ZW50NDAzMDkyMDY0Mw==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030920643,49699333,head_ref_force_pushed,NA,2020-11-24T05:46:30Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/663/events,NA
brianlovin,security-checklist,748488128,4030920791,MDEzOkRlcGxveWVkRXZlbnQ0MDMwOTIwNzkx,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030920791,35613825,deployed,NA,2020-11-24T05:46:34Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/663/events,NA
brianlovin,security-checklist,748488128,4031167341,MDIzOkhlYWRSZWZGb3JjZVB1c2hlZEV2ZW50NDAzMTE2NzM0MQ==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4031167341,49699333,head_ref_force_pushed,NA,2020-11-24T07:13:36Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/663/events,NA
brianlovin,security-checklist,748488128,4031167550,MDEzOkRlcGxveWVkRXZlbnQ0MDMxMTY3NTUw,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4031167550,35613825,deployed,NA,2020-11-24T07:13:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/663/events,NA
brianlovin,security-checklist,748488128,4035202861,MDE1OlJlZmVyZW5jZWRFdmVudDQwMzUyMDI4NjE=,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4035202861,1923260,referenced,7df54622b4835b772a1da91332b99dba2f196df2,2020-11-24T23:13:49Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/663/events,https://api.github.com/repos/brianlovin/security-checklist/commits/7df54622b4835b772a1da91332b99dba2f196df2
brianlovin,security-checklist,748488128,4035202864,MDExOk1lcmdlZEV2ZW50NDAzNTIwMjg2NA==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4035202864,1923260,merged,7df54622b4835b772a1da91332b99dba2f196df2,2020-11-24T23:13:49Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/663/events,https://api.github.com/repos/brianlovin/security-checklist/commits/7df54622b4835b772a1da91332b99dba2f196df2
brianlovin,security-checklist,748488128,4035202867,MDExOkNsb3NlZEV2ZW50NDAzNTIwMjg2Nw==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4035202867,1923260,closed,NA,2020-11-24T23:13:49Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/663/events,NA
brianlovin,security-checklist,748488128,4035202896,MDE5OkhlYWRSZWZEZWxldGVkRXZlbnQ0MDM1MjAyODk2,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4035202896,1923260,head_ref_deleted,NA,2020-11-24T23:13:50Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/663/events,NA
brianlovin,security-checklist,748487683,4025896534,MDEyOkxhYmVsZWRFdmVudDQwMjU4OTY1MzQ=,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4025896534,49699333,labeled,NA,2020-11-23T05:45:36Z,dependencies,0366d6,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/662/events,NA
brianlovin,security-checklist,748487683,4025896553,MDEzOkFzc2lnbmVkRXZlbnQ0MDI1ODk2NTUz,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4025896553,1923260,assigned,NA,2020-11-23T05:45:37Z,NA,NA,NA,1923260,49699333,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/662/events,NA
brianlovin,security-checklist,748487683,4025896667,MDEzOkRlcGxveWVkRXZlbnQ0MDI1ODk2NjY3,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4025896667,35613825,deployed,NA,2020-11-23T05:45:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/662/events,NA
brianlovin,security-checklist,748487683,4030796840,MDE0Ok1lbnRpb25lZEV2ZW50NDAzMDc5Njg0MA==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030796840,27347476,mentioned,NA,2020-11-24T04:50:07Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/662/events,NA
brianlovin,security-checklist,748487683,4030807436,MDExOkNsb3NlZEV2ZW50NDAzMDgwNzQzNg==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030807436,49699333,closed,NA,2020-11-24T04:55:21Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/662/events,NA
brianlovin,security-checklist,748487683,4030807480,MDE5OkhlYWRSZWZEZWxldGVkRXZlbnQ0MDMwODA3NDgw,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030807480,49699333,head_ref_deleted,NA,2020-11-24T04:55:22Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/662/events,NA
brianlovin,security-checklist,748487131,4025893559,MDEyOkxhYmVsZWRFdmVudDQwMjU4OTM1NTk=,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4025893559,49699333,labeled,NA,2020-11-23T05:44:31Z,dependencies,0366d6,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/661/events,NA
brianlovin,security-checklist,748487131,4025893568,MDEzOkFzc2lnbmVkRXZlbnQ0MDI1ODkzNTY4,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4025893568,1923260,assigned,NA,2020-11-23T05:44:31Z,NA,NA,NA,1923260,49699333,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/661/events,NA
brianlovin,security-checklist,748487131,4025893693,MDEzOkRlcGxveWVkRXZlbnQ0MDI1ODkzNjkz,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4025893693,35613825,deployed,NA,2020-11-23T05:44:34Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/661/events,NA
brianlovin,security-checklist,748487131,4030796973,MDE0Ok1lbnRpb25lZEV2ZW50NDAzMDc5Njk3Mw==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030796973,27347476,mentioned,NA,2020-11-24T04:50:11Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/661/events,NA
brianlovin,security-checklist,748487131,4030806073,MDIzOkhlYWRSZWZGb3JjZVB1c2hlZEV2ZW50NDAzMDgwNjA3Mw==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030806073,49699333,head_ref_force_pushed,NA,2020-11-24T04:54:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/661/events,NA
brianlovin,security-checklist,748487131,4030806212,MDEzOkRlcGxveWVkRXZlbnQ0MDMwODA2MjEy,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030806212,35613825,deployed,NA,2020-11-24T04:54:44Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/661/events,NA
brianlovin,security-checklist,748487131,4030941910,MDE0Ok1lbnRpb25lZEV2ZW50NDAzMDk0MTkxMA==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4030941910,27347476,mentioned,NA,2020-11-24T05:56:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/661/events,NA
brianlovin,security-checklist,748487131,4031168027,MDExOkNsb3NlZEV2ZW50NDAzMTE2ODAyNw==,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4031168027,49699333,closed,NA,2020-11-24T07:13:49Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/661/events,NA
brianlovin,security-checklist,748487131,4031168072,MDE5OkhlYWRSZWZEZWxldGVkRXZlbnQ0MDMxMTY4MDcy,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4031168072,49699333,head_ref_deleted,NA,2020-11-24T07:13:50Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/661/events,NA
brianlovin,security-checklist,743489803,3998522468,MDEyOkxhYmVsZWRFdmVudDM5OTg1MjI0Njg=,https://api.github.com/repos/brianlovin/security-checklist/issues/events/3998522468,49699333,labeled,NA,2020-11-16T05:43:58Z,dependencies,0366d6,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/660/events,NA
brianlovin,security-checklist,743489803,3998522491,MDEzOkFzc2lnbmVkRXZlbnQzOTk4NTIyNDkx,https://api.github.com/repos/brianlovin/security-checklist/issues/events/3998522491,1923260,assigned,NA,2020-11-16T05:43:59Z,NA,NA,NA,1923260,49699333,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/660/events,NA
brianlovin,security-checklist,743489803,3998522602,MDEzOkRlcGxveWVkRXZlbnQzOTk4NTIyNjAy,https://api.github.com/repos/brianlovin/security-checklist/issues/events/3998522602,35613825,deployed,NA,2020-11-16T05:44:01Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/660/events,NA
brianlovin,security-checklist,743489803,4002058940,MDE1OlJlZmVyZW5jZWRFdmVudDQwMDIwNTg5NDA=,https://api.github.com/repos/brianlovin/security-checklist/issues/events/4002058940,1923260,referenced,b56065d8fb54def0f79bb330e5c5772e04b7216c,2020-11-16T19:53:17Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.github.com/repos/brianlovin/security-checklist/issues/660/events,https://api.github.com/repos/brianlovin/security-checklist/commits/b56065d8fb54def0f79bb330e5c5772e04b7216c
