owner_login,name,etag
brianlovin,security-checklist,"W/""2599190ac682474947e51d46b24f973972e210a8b1cc5eb768bc6acbfeedb686"""
BlakeWilliams,Elixir-Slack,"W/""636f0ec0324db1f69645580876f101feb3f7222a6dd1d9179f957e5cd687cf81"""
BinaryMuse,fluxxor,"W/""de1607de3c9ed6de67840d546c7e6672e7eba3ea7e5b2e65265317b33ead9814"""
cheshire137,competiwatch-desktop,"W/""217e43534b5fa98f3a1ad172e0249f5da98d876d2f74477d7c636623c3f7162e"""
cheshire137,soma-chrome,"W/""34443a674191a04e239f74c8fb446a205505845b49d20e76ffcf997212eb56b2"""
bswinnerton,launchbar-github,"W/""b991ee60229016aa1c57773a8e66d7969376008865a910a6b43e9c8cce0dcfc3"""
cschleiden,vscode-github-actions,"W/""b736cd755b3dd9f344a33778dfaeaaf81a6a0ba4b22c40a4131f82ea9fb6091a"""
cholick,idea-spock-enhancements,"W/""45308241461ab2dc8f6e9ecda5532ad3d4ae34b76270f69ae61f4308ed401973"""
dcreager,libcork,"W/""108cd6a028b1a711f784a5236e08d8e2e9f0666281285935727f5a4af5d217ec"""
