owner,repo,etag
letmaik,rawpy,"W/""a637982958d54a5f4eb37509ccd141c85ceaae7cf643e7c67c144b369a57fc41"""
letmaik,vscode-git-tree-compare,"W/""eabfcc5fd58c38bc260ffcb83f397fc36c8a22478ffe30d1b0b9259b05ea819d"""
loic-sharma,BaGet,"W/""51f455467b5918774bd49707b4d5ca206ba82ff4340f6f861be0370e7f6a45f1"""
lpereira,hardinfo,"W/""22e34753d346bebf206149548025d3350cbf04b8046ce1ad65b422f310c77ac6"""
lpereira,lwan,"W/""651851d3b589ab968a054791e3093eea445c63520925777b3388453c6a165285"""
lostintangent,gistpad,"W/""2a09d91365f154ae1c892be7b8507c86e9b13a7ecffd8a74a8a17dacc29cc89c"""
lvivski,start,"W/""801405754ad85da32877f81bc4a7e32586e9365a7ac46fd034751dfc321743f9"""
lutzroeder,netron,"W/""6bf39348186d2f2afe065afbd57991275be60456eb95145aace93e0f8d1d7118"""
lzybkr,TabExpansionPlusPlus,"W/""c7d73eccc52cb88d69c8b5fd161784d7fd0714ea442ee4484831b236e5c0b1d9"""
