"freqs","n","perc","org"
0,696,0.186046511627907,"Microsoft"
0.1,304,0.0812616947340283,"Microsoft"
0.2,215,0.0574712643678161,"Microsoft"
0.3,157,0.0419673883988238,"Microsoft"
0.4,165,0.0441058540497193,"Microsoft"
0.5,149,0.0398289227479284,"Microsoft"
0.6,170,0.045442395081529,"Microsoft"
0.7,205,0.0547981823041967,"Microsoft"
0.8,254,0.0678962844159316,"Microsoft"
0.9,379,0.101309810211173,"Microsoft"
1,961,0.25688318631382,"Microsoft"
