"freqs","n","perc","org"
0,84,0.258461538461538,"Facebook"
0.1,17,0.0523076923076923,"Facebook"
0.2,8,0.0246153846153846,"Facebook"
0.3,15,0.0461538461538462,"Facebook"
0.4,11,0.0338461538461538,"Facebook"
0.5,17,0.0523076923076923,"Facebook"
0.6,21,0.0646153846153846,"Facebook"
0.7,10,0.0307692307692308,"Facebook"
0.8,7,0.0215384615384615,"Facebook"
0.9,44,0.135384615384615,"Facebook"
1,91,0.28,"Facebook"
