degree,degree_id,degree_level,total,file,term,year,term_numeric,time
College of Business-Finance,1139,PHD,4,summer2011.xlsx,summer,2011,1,52
College of Business-Finance,1139,PHD,9,fall2011.xlsx,fall,2011,2,53
College of Business-Finance,1139,PHD,8,spring2012.xlsx,spring,2012,0,54
College of Business-Finance,1139,PHD,7,summer2012.xlsx,summer,2012,1,55
College of Business-Finance,1139,PHD,7,fall2012.xlsx,fall,2012,2,56
College of Business-Finance,1139,PHD,6,spring2013.xlsx,spring,2013,0,57
College of Business-Finance,1139,PHD,5,summer2013.xlsx,summer,2013,1,58
College of Business-Finance,1139,PHD,10,fall2013.xlsx,fall,2013,2,59
College of Business-Finance,1139,PHD,11,spring2014.xlsx,spring,2014,0,60
College of Business-Finance,1139,PHD,2,summer2014.xlsx,summer,2014,1,61
College of Business-Finance,1139,PHD,12,fall2014.xlsx,fall,2014,2,62
College of Business-Finance,1139,PHD,11,spring2015.xlsx,spring,2015,0,63
College of Business-Finance,1139,PHD,7,summer2015.xlsx,summer,2015,1,64
College of Business-Finance,1139,PHD,12,fall2015.xlsx,fall,2015,2,65
College of Business-Finance,1139,PHD,9,spring2016.xlsx,spring,2016,0,66
College of Business-Finance,1139,PHD,4,summer2016.xlsx,summer,2016,1,67
College of Business-Finance,1139,PHD,8,fall2016.xlsx,fall,2016,2,68
College of Business-Finance,1139,PHD,9,spring2017.xlsx,spring,2017,0,69
College of Business-Finance,1139,PHD,2,summer2017.xlsx,summer,2017,1,70
College of Business-Finance,1139,PHD,12,fall2017.xlsx,fall,2017,2,71
College of Business-Finance,1139,PHD,12,spring2018.xlsx,spring,2018,0,72
College of Business-Finance,1139,PHD,3,summer2018.xlsx,summer,2018,1,73
College of Business-Finance,1139,PHD,10,fall2018.xlsx,fall,2018,2,74
College of Business-Finance,1139,PHD,9,spring2019.xlsx,spring,2019,0,75
College of Business-Finance,1139,PHD,4,summer2019.xlsx,summer,2019,1,76
College of Business-Finance,1139,PHD,7,fall2019.xlsx,fall,2019,2,77
College of Business-Finance,1139,PHD,6,spring2020.xlsx,spring,2020,0,78
College of Business-Marketing,1235,PHD,19,summer1994.xlsx,summer,1994,1,1
College of Business-Marketing,1235,PHD,17,fall1994.xlsx,fall,1994,2,2
College of Business-Marketing,1235,PHD,16,spring1995.xlsx,spring,1995,0,3
College of Business-Marketing,1235,PHD,12,summer1995.xlsx,summer,1995,1,4
College of Business-Marketing,1235,PHD,15,fall1995.xlsx,fall,1995,2,5
College of Business-Marketing,1235,PHD,15,spring1996.xlsx,spring,1996,0,6
College of Business-Marketing,1235,PHD,13,summer1996.xlsx,summer,1996,1,7
College of Business-Marketing,1235,PHD,13,fall1996.xlsx,fall,1996,2,8
College of Business-Marketing,1235,PHD,12,spring1997.xlsx,spring,1997,0,9
College of Business-Marketing,1235,PHD,12,summer1997.xlsx,summer,1997,1,10
College of Business-Marketing,1235,PHD,14,fall1997.xlsx,fall,1997,2,11
College of Business-Marketing,1235,PHD,14,spring1998.xlsx,spring,1998,0,12
College of Business-Marketing,1235,PHD,12,summer1998.xlsx,summer,1998,1,13
College of Business-Marketing,1235,PHD,13,fall1998.xlsx,fall,1998,2,14
College of Business-Marketing,1235,PHD,13,spring1999.xlsx,spring,1999,0,15
College of Business-Marketing,1235,PHD,11,summer1999.xlsx,summer,1999,1,16
College of Business-Marketing,1235,PHD,16,fall1999.xlsx,fall,1999,2,17
College of Business-Marketing,1235,PHD,16,spring2000.xlsx,spring,2000,0,18
College of Business-Marketing,1235,PHD,13,summer2000.xlsx,summer,2000,1,19
College of Business-Marketing,1235,PHD,16,fall2000.xlsx,fall,2000,2,20
College of Business-Marketing,1235,PHD,14,spring2001.xlsx,spring,2001,0,21
College of Business-Marketing,1235,PHD,13,summer2001.xlsx,summer,2001,1,22
College of Business-Marketing,1235,PHD,15,fall2001.xlsx,fall,2001,2,23
College of Business-Marketing,1235,PHD,15,spring2002.xlsx,spring,2002,0,24
College of Business-Marketing,1235,PHD,13,summer2002.xlsx,summer,2002,1,25
College of Business-Marketing,1235,PHD,17,fall2002.xlsx,fall,2002,2,26
College of Business-Marketing,1235,PHD,17,spring2003.xlsx,spring,2003,0,27
College of Business-Marketing,1235,PHD,17,summer2003.xlsx,summer,2003,1,28
College of Business-Marketing,1235,PHD,19,fall2003.xlsx,fall,2003,2,29
College of Business-Marketing,1235,PHD,17,spring2004.xlsx,spring,2004,0,30
College of Business-Marketing,1235,PHD,18,summer2004.xlsx,summer,2004,1,31
College of Business-Marketing,1235,PHD,22,fall2004.xlsx,fall,2004,2,32
College of Business-Marketing,1235,PHD,22,spring2005.xlsx,spring,2005,0,33
College of Business-Marketing,1235,PHD,21,summer2005.xlsx,summer,2005,1,34
College of Business-Marketing,1235,PHD,17,fall2005.xlsx,fall,2005,2,35
College of Business-Marketing,1235,PHD,16,spring2006.xlsx,spring,2006,0,36
College of Business-Marketing,1235,PHD,14,summer2006.xlsx,summer,2006,1,37
College of Business-Marketing,1235,PHD,17,fall2006.xlsx,fall,2006,2,38
College of Business-Marketing,1235,PHD,16,spring2007.xlsx,spring,2007,0,39
College of Business-Marketing,1235,PHD,13,summer2007.xlsx,summer,2007,1,40
College of Business-Marketing,1235,PHD,13,fall2007.xlsx,fall,2007,2,41
College of Business-Marketing,1235,PHD,12,spring2008.xlsx,spring,2008,0,42
College of Business-Marketing,1235,PHD,10,summer2008.xlsx,summer,2008,1,43
College of Business-Marketing,1235,PHD,10,fall2008.xlsx,fall,2008,2,44
College of Business-Marketing,1235,PHD,10,spring2009.xlsx,spring,2009,0,45
College of Business-Marketing,1235,PHD,9,summer2009.xlsx,summer,2009,1,46
College of Business-Marketing,1235,PHD,14,fall2009.xlsx,fall,2009,2,47
College of Business-Marketing,6054,PHD,12,spring2010.xlsx,spring,2010,0,48
College of Business-Marketing,6054,PHD,13,summer2010.xlsx,summer,2010,1,49
College of Business-Marketing,6054,PHD,13,fall2010.xlsx,fall,2010,2,50
College of Business-Marketing,6054,PHD,13,spring2011.xlsx,spring,2011,0,51
College of Business-Marketing,6054,PHD,10,summer2011.xlsx,summer,2011,1,52
College of Business-Marketing,6054,PHD,13,fall2011.xlsx,fall,2011,2,53
College of Business-Marketing,6054,PHD,12,spring2012.xlsx,spring,2012,0,54
College of Business-Marketing,6054,PHD,10,summer2012.xlsx,summer,2012,1,55
College of Business-Marketing,6054,PHD,12,fall2012.xlsx,fall,2012,2,56
College of Business-Marketing,6054,PHD,12,spring2013.xlsx,spring,2013,0,57
College of Business-Marketing,6054,PHD,12,summer2013.xlsx,summer,2013,1,58
College of Business-Marketing,6054,PHD,14,fall2013.xlsx,fall,2013,2,59
College of Business-Marketing,6054,PHD,13,spring2014.xlsx,spring,2014,0,60
College of Business-Marketing,6054,PHD,13,summer2014.xlsx,summer,2014,1,61
College of Business-Marketing,6054,PHD,13,fall2014.xlsx,fall,2014,2,62
College of Business-Marketing,6054,PHD,12,spring2015.xlsx,spring,2015,0,63
College of Business-Marketing,6054,PHD,14,summer2015.xlsx,summer,2015,1,64
College of Business-Marketing,6054,PHD,14,fall2015.xlsx,fall,2015,2,65
College of Business-Marketing,6054,PHD,14,spring2016.xlsx,spring,2016,0,66
College of Business-Marketing,6054,PHD,10,summer2016.xlsx,summer,2016,1,67
College of Business-Marketing,6054,PHD,12,fall2016.xlsx,fall,2016,2,68
College of Business-Marketing,6054,PHD,12,spring2017.xlsx,spring,2017,0,69
College of Business-Marketing,6054,PHD,8,summer2017.xlsx,summer,2017,1,70
College of Business-Marketing,6054,PHD,11,fall2017.xlsx,fall,2017,2,71
College of Business-Marketing,6054,PHD,11,spring2018.xlsx,spring,2018,0,72
College of Business-Marketing,6054,PHD,7,summer2018.xlsx,summer,2018,1,73
College of Business-Marketing,6054,PHD,10,fall2018.xlsx,fall,2018,2,74
College of Business-Marketing,6054,PHD,11,spring2019.xlsx,spring,2019,0,75
College of Business-Marketing,6054,PHD,8,summer2019.xlsx,summer,2019,1,76
College of Business-Marketing,6054,PHD,10,fall2019.xlsx,fall,2019,2,77
College of Business-Marketing,6054,PHD,10,spring2020.xlsx,spring,2020,0,78
College of Business-Org Behav-Human Resource Mgt,6008,PHD,5,spring2001.xlsx,spring,2001,0,1
College of Business-Org Behav-Human Resource Mgt,6008,PHD,4,summer2001.xlsx,summer,2001,1,2
College of Business-Org Behav-Human Resource Mgt,6008,PHD,4,fall2001.xlsx,fall,2001,2,3
College of Business-Org Behav-Human Resource Mgt,6008,PHD,4,spring2002.xlsx,spring,2002,0,4
College of Business-Org Behav-Human Resource Mgt,6008,PHD,4,summer2002.xlsx,summer,2002,1,5
College of Business-Org Behav-Human Resource Mgt,6008,PHD,4,fall2002.xlsx,fall,2002,2,6
College of Business-Org Behav-Human Resource Mgt,6008,PHD,4,spring2003.xlsx,spring,2003,0,7
College of Business-Org Behav-Human Resource Mgt,6008,PHD,4,summer2003.xlsx,summer,2003,1,8
College of Business-Org Behav-Human Resource Mgt,6008,PHD,6,fall2003.xlsx,fall,2003,2,9
College of Business-Org Behav-Human Resource Mgt,6008,PHD,6,spring2004.xlsx,spring,2004,0,10
College of Business-Org Behav-Human Resource Mgt,6008,PHD,7,summer2004.xlsx,summer,2004,1,11
College of Business-Org Behav-Human Resource Mgt,6008,PHD,10,fall2004.xlsx,fall,2004,2,12
College of Business-Org Behav-Human Resource Mgt,6008,PHD,10,spring2005.xlsx,spring,2005,0,13
College of Business-Org Behav-Human Resource Mgt,6008,PHD,9,summer2005.xlsx,summer,2005,1,14
College of Business-Org Behav-Human Resource Mgt,6008,PHD,12,fall2005.xlsx,fall,2005,2,15
College of Business-Org Behav-Human Resource Mgt,6008,PHD,12,spring2006.xlsx,spring,2006,0,16
College of Business-Org Behav-Human Resource Mgt,6008,PHD,10,summer2006.xlsx,summer,2006,1,17
College of Business-Org Behav-Human Resource Mgt,6008,PHD,12,fall2006.xlsx,fall,2006,2,18
College of Business-Org Behav-Human Resource Mgt,6008,PHD,10,spring2007.xlsx,spring,2007,0,19
College of Business-Org Behav-Human Resource Mgt,6008,PHD,9,summer2007.xlsx,summer,2007,1,20
College of Business-Org Behav-Human Resource Mgt,6008,PHD,11,fall2007.xlsx,fall,2007,2,21
College of Business-Org Behav-Human Resource Mgt,6008,PHD,11,spring2008.xlsx,spring,2008,0,22
College of Business-Org Behav-Human Resource Mgt,6008,PHD,10,summer2008.xlsx,summer,2008,1,23
College of Business-Org Behav-Human Resource Mgt,6008,PHD,14,fall2008.xlsx,fall,2008,2,24
College of Business-Org Behav-Human Resource Mgt,6008,PHD,14,spring2009.xlsx,spring,2009,0,25
College of Business-Org Behav-Human Resource Mgt,6008,PHD,12,summer2009.xlsx,summer,2009,1,26
College of Business-Org Behav-Human Resource Mgt,6008,PHD,13,fall2009.xlsx,fall,2009,2,27
College of Business-Org Behav-Human Resource Mgt,6008,PHD,13,spring2010.xlsx,spring,2010,0,28
College of Business-Org Behav-Human Resource Mgt,6008,PHD,12,summer2010.xlsx,summer,2010,1,29
College of Business-Org Behav-Human Resource Mgt,6008,PHD,13,fall2010.xlsx,fall,2010,2,30
College of Business-Org Behav-Human Resource Mgt,6008,PHD,14,spring2011.xlsx,spring,2011,0,31
College of Business-Org Behav-Human Resource Mgt,6008,PHD,12,summer2011.xlsx,summer,2011,1,32
College of Business-Org Behav-Human Resource Mgt,6008,PHD,14,fall2011.xlsx,fall,2011,2,33
College of Business-Org Behav-Human Resource Mgt,6008,PHD,14,spring2012.xlsx,spring,2012,0,34
College of Business-Org Behav-Human Resource Mgt,6008,PHD,12,summer2012.xlsx,summer,2012,1,35
College of Business-Org Behav-Human Resource Mgt,6008,PHD,13,fall2012.xlsx,fall,2012,2,36
College of Business-Org Behav-Human Resource Mgt,6008,PHD,13,spring2013.xlsx,spring,2013,0,37
College of Business-Org Behav-Human Resource Mgt,6008,PHD,12,summer2013.xlsx,summer,2013,1,38
College of Business-Org Behav-Human Resource Mgt,6008,PHD,12,fall2013.xlsx,fall,2013,2,39
College of Business-Org Behav-Human Resource Mgt,6008,PHD,12,spring2014.xlsx,spring,2014,0,40
College of Business-Org Behav-Human Resource Mgt,6008,PHD,9,summer2014.xlsx,summer,2014,1,41
College of Business-Org Behav-Human Resource Mgt,6008,PHD,9,fall2014.xlsx,fall,2014,2,42
College of Business-Org Behav-Human Resource Mgt,6008,PHD,9,spring2015.xlsx,spring,2015,0,43
College of Business-Org Behav-Human Resource Mgt,6008,PHD,9,summer2015.xlsx,summer,2015,1,44
College of Business-Org Behav-Human Resource Mgt,6008,PHD,12,fall2015.xlsx,fall,2015,2,45
College of Business-Org Behav-Human Resource Mgt,6008,PHD,12,spring2016.xlsx,spring,2016,0,46
College of Business-Org Behav-Human Resource Mgt,6008,PHD,10,summer2016.xlsx,summer,2016,1,47
College of Business-Org Behav-Human Resource Mgt,6008,PHD,12,fall2016.xlsx,fall,2016,2,48
College of Business-Org Behav-Human Resource Mgt,6008,PHD,12,spring2017.xlsx,spring,2017,0,49
College of Business-Org Behav-Human Resource Mgt,6008,PHD,11,summer2017.xlsx,summer,2017,1,50
College of Business-Org Behav-Human Resource Mgt,6008,PHD,13,fall2017.xlsx,fall,2017,2,51
College of Business-Org Behav-Human Resource Mgt,6008,PHD,13,spring2018.xlsx,spring,2018,0,52
College of Business-Org Behav-Human Resource Mgt,6008,PHD,13,summer2018.xlsx,summer,2018,1,53
College of Business-Org Behav-Human Resource Mgt,6008,PHD,15,fall2018.xlsx,fall,2018,2,54
College of Business-Org Behav-Human Resource Mgt,6008,PHD,15,spring2019.xlsx,spring,2019,0,55
College of Business-Org Behav-Human Resource Mgt,6008,PHD,5,summer2019.xlsx,summer,2019,1,56
College of Business-Org Behav-Human Resource Mgt,6008,PHD,12,fall2019.xlsx,fall,2019,2,57
College of Business-Org Behav-Human Resource Mgt,6008,PHD,12,spring2020.xlsx,spring,2020,0,58
College of Business-Strategic Management,6007,PHD,3,spring2001.xlsx,spring,2001,0,1
College of Business-Strategic Management,6007,PHD,2,summer2001.xlsx,summer,2001,1,2
College of Business-Strategic Management,6007,PHD,3,fall2001.xlsx,fall,2001,2,3
College of Business-Strategic Management,6007,PHD,4,spring2002.xlsx,spring,2002,0,4
College of Business-Strategic Management,6007,PHD,3,summer2002.xlsx,summer,2002,1,5
College of Business-Strategic Management,6007,PHD,4,fall2002.xlsx,fall,2002,2,6
College of Business-Strategic Management,6007,PHD,2,spring2003.xlsx,spring,2003,0,7
College of Business-Strategic Management,6007,PHD,2,summer2003.xlsx,summer,2003,1,8
College of Business-Strategic Management,6007,PHD,4,fall2003.xlsx,fall,2003,2,9
College of Business-Strategic Management,6007,PHD,5,spring2004.xlsx,spring,2004,0,10
College of Business-Strategic Management,6007,PHD,4,summer2004.xlsx,summer,2004,1,11
College of Business-Strategic Management,6007,PHD,4,fall2004.xlsx,fall,2004,2,12
College of Business-Strategic Management,6007,PHD,4,spring2005.xlsx,spring,2005,0,13
College of Business-Strategic Management,6007,PHD,4,summer2005.xlsx,summer,2005,1,14
College of Business-Strategic Management,6007,PHD,4,fall2005.xlsx,fall,2005,2,15
College of Business-Strategic Management,6007,PHD,4,spring2006.xlsx,spring,2006,0,16
College of Business-Strategic Management,6007,PHD,4,summer2006.xlsx,summer,2006,1,17
College of Business-Strategic Management,6007,PHD,3,fall2006.xlsx,fall,2006,2,18
College of Business-Strategic Management,6007,PHD,3,spring2007.xlsx,spring,2007,0,19
College of Business-Strategic Management,6007,PHD,3,summer2007.xlsx,summer,2007,1,20
College of Business-Strategic Management,6007,PHD,6,fall2007.xlsx,fall,2007,2,21
College of Business-Strategic Management,6007,PHD,5,spring2008.xlsx,spring,2008,0,22
College of Business-Strategic Management,6007,PHD,5,summer2008.xlsx,summer,2008,1,23
College of Business-Strategic Management,6007,PHD,6,fall2008.xlsx,fall,2008,2,24
College of Business-Strategic Management,6007,PHD,7,spring2009.xlsx,spring,2009,0,25
College of Business-Strategic Management,6007,PHD,4,summer2009.xlsx,summer,2009,1,26
College of Business-Strategic Management,6007,PHD,5,fall2009.xlsx,fall,2009,2,27
College of Business-Strategic Management,6007,PHD,5,spring2010.xlsx,spring,2010,0,28
College of Business-Strategic Management,6007,PHD,4,summer2010.xlsx,summer,2010,1,29
College of Business-Strategic Management,6007,PHD,6,fall2010.xlsx,fall,2010,2,30
College of Business-Strategic Management,6007,PHD,5,spring2011.xlsx,spring,2011,0,31
College of Business-Strategic Management,6007,PHD,3,summer2011.xlsx,summer,2011,1,32
College of Business-Strategic Management,6007,PHD,5,fall2011.xlsx,fall,2011,2,33
College of Business-Strategic Management,6007,PHD,5,spring2012.xlsx,spring,2012,0,34
College of Business-Strategic Management,6007,PHD,4,summer2012.xlsx,summer,2012,1,35
College of Business-Strategic Management,6007,PHD,3,fall2012.xlsx,fall,2012,2,36
College of Business-Strategic Management,6007,PHD,3,spring2013.xlsx,spring,2013,0,37
College of Business-Strategic Management,6007,PHD,3,summer2013.xlsx,summer,2013,1,38
College of Business-Strategic Management,6007,PHD,6,fall2013.xlsx,fall,2013,2,39
College of Business-Strategic Management,6007,PHD,6,spring2014.xlsx,spring,2014,0,40
College of Business-Strategic Management,6007,PHD,6,summer2014.xlsx,summer,2014,1,41
College of Business-Strategic Management,6007,PHD,7,fall2014.xlsx,fall,2014,2,42
College of Business-Strategic Management,6007,PHD,6,spring2015.xlsx,spring,2015,0,43
College of Business-Strategic Management,6007,PHD,4,summer2015.xlsx,summer,2015,1,44
College of Business-Strategic Management,6007,PHD,4,fall2015.xlsx,fall,2015,2,45
College of Business-Strategic Management,6007,PHD,3,spring2016.xlsx,spring,2016,0,46
College of Business-Strategic Management,6007,PHD,4,summer2016.xlsx,summer,2016,1,47
College of Business-Strategic Management,6007,PHD,4,fall2016.xlsx,fall,2016,2,48
College of Business-Strategic Management,6007,PHD,5,spring2017.xlsx,spring,2017,0,49
College of Business-Strategic Management,6007,PHD,5,summer2017.xlsx,summer,2017,1,50
College of Business-Strategic Management,6007,PHD,6,fall2017.xlsx,fall,2017,2,51
College of Business-Strategic Management,6007,PHD,6,spring2018.xlsx,spring,2018,0,52
College of Business-Strategic Management,6007,PHD,5,summer2018.xlsx,summer,2018,1,53
College of Business-Strategic Management,6007,PHD,7,fall2018.xlsx,fall,2018,2,54
College of Business-Strategic Management,6007,PHD,7,spring2019.xlsx,spring,2019,0,55
College of Business-Strategic Management,6007,PHD,2,summer2019.xlsx,summer,2019,1,56
College of Business-Strategic Management,6007,PHD,6,fall2019.xlsx,fall,2019,2,57
College of Business-Strategic Management,6007,PHD,6,spring2020.xlsx,spring,2020,0,58
College of Communication-Audiology and Speech Sciences,1361,PHD,6,summer1994.xlsx,summer,1994,1,1
College of Communication-Audiology and Speech Sciences,1361,PHD,12,fall1994.xlsx,fall,1994,2,2
College of Communication-Audiology and Speech Sciences,1361,PHD,15,spring1995.xlsx,spring,1995,0,3
College of Communication-Audiology and Speech Sciences,1361,PHD,9,summer1995.xlsx,summer,1995,1,4
College of Communication-Audiology and Speech Sciences,1361,PHD,16,fall1995.xlsx,fall,1995,2,5
