owner_login,name,etag
mashlol,notify,"W/""eeddc6fd3b592c7852fa9b900ecf3fdf28bc74cc33b313deb4e8c29ddc1addf8"""
mpark,variant,"W/""bef7bc8696d9785cacceb625f4cb9d38c4a08e0130709fe919b6c60145f920d2"""
passy,build-time-tracker-plugin,"W/""f60e8a5a86a13364505c7ddf090fb98397e9f14b25004257d9a1fffdb939382a"""
nsomar,OAStackView,"W/""5a723ceaaceabc6981a656cac6688d7ef5e7dbb1e532320f366a05ea52d33e32"""
nsomar,Guaka,"W/""9267ece3a6b7fefce6220ee1898e6ff06220133089f472c8a14b4cb40c0141b4"""
rendro,easy-pie-chart,"W/""adf436e9e54e2a00416bde91bd040ad229a65bc2b7aa16c202319a8ccfd87473"""
rendro,vintageJS,"W/""ea7df70dc00b07f94a52ee71270fd9132e0a558c368d3fb1dfe0608da82af329"""
soumith,convnet-benchmarks,"W/""9a7e4a90ef864246b76b47e398de63ac726100756e49e5bed9228d53e5b65b29"""
soumith,dcgan.torch,"W/""ec67c9b87cdf9dbb6f7808938de9850811585fd7611b0000abeec67305fa2de7"""
