issue_id,id
120527304,1039240
120508116,1039240
280250069,2275240
160290678,9906
46809801,9906
154853445,1461052
356277979,4506500
199961036,1461052
199961022,9576
199708878,9576
187572556,1461052
187572459,1461052
187571780,9576
47326577,422168
36572282,422168
31395188,422168
30314979,422168
26621044,422168
26157676,746429
25330425,746429
21800125,422168
21648201,422168
21066965,746429
20908728,746429
20848405,422168
19536299,422168
16001012,422168
5649805,422168
5582979,422168
5560433,422168
38267255,1310570
