issue_id,id
867166887,10953044
866500178,10953044
865672228,10953044
852671645,10953044
850506201,10953044
849056875,10953044
839927951,10953044
828624896,10953044
808866197,10953044
808864526,10953044
808860552,10953044
807784095,10953044
805397692,10953044
802656377,10953044
795286906,10953044
792607004,10953044
788973844,10953044
787030275,10953044
785459177,10953044
785447709,10953044
780732014,10953044
780506823,10953044
777676591,10953044
769466864,10953044
762069120,10953044
755969959,10953044
755394275,10953044
755269600,10953044
751383318,10953044
750765848,10953044
725344628,10953044
721421906,10953044
718574624,10953044
709810523,10953044
704703065,10953044
704338770,10953044
703206517,10953044
703203338,10953044
703202792,10953044
702078232,10953044
701579441,10953044
689348537,10953044
658361351,10953044
657664288,10953044
650673017,10953044
639937993,10953044
638813185,10953044
637076311,4248547
636313317,10953044
636226280,10953044
636170755,10953044
632515688,10953044
630494828,10953044
626441312,10953044
625238150,10953044
612613418,10953044
608356229,10953044
606368203,10953044
603998504,10953044
596955991,10953044
595558757,10953044
594516668,10953044
585850558,10953044
585557747,10953044
581726569,10953044
579014950,10953044
578753941,10953044
577400538,10953044
577061011,10953044
572537039,10953044
567213108,10953044
567210246,10953044
566595517,10953044
565112877,10953044
565112102,10953044
563109440,10953044
562214037,10953044
557284642,10953044
553601123,10953044
553279661,10953044
551457262,10953044
550865643,10953044
548949790,10953044
546648515,10953044
546013061,10953044
544822394,10953044
544821990,10953044
544821117,10953044
544819271,10953044
222410455,12476932
198118643,12476932
197887575,12476932
197885112,12476932
197809658,12476932
177548691,12476932
333066928,93594
1080210,93594
784595299,93594
451398549,93594
587870262,93594
507826911,93594
475120937,93594
467384135,93594
467284670,93594
459669145,93594
454689755,93594
433080838,93594
320134558,93594
282492900,93594
201720461,93594
199242683,1552641
138393501,1552641
88106186,1552641
70601601,1552641
48302413,1552641
