issue_id,id
509326053,284612
508641754,284612
499069889,284612
344643551,677252
335567790,27985
291748344,27985
256458549,677252
252730905,27985
252723090,27985
244804741,27985
206650572,19419199
206650186,19419199
206649983,19419199
206649983,22014729
205766852,19419199
205195029,22014729
204436250,18637188
204417017,22009187
204417017,22014729
204412742,19419199
204411759,22014729
204082280,22009187
203738233,22014729
203735507,22009187
203730162,18637188
203730162,19419199
203730162,22009187
203670088,22009187
203670013,22014729
203669524,22014729
203668270,22009187
203668270,22014729
492648432,8622748
480896447,456873
448527494,8622748
396026391,456873
205056794,456873
376263624,3894386
371800189,1183842
371708913,4018878
370877066,3894386
369913942,3894386
369870318,3894386
369706761,3894386
369705293,3894386
