owner,repo,etag
davkean,audio-switcher,"W/""cd24e7a4cfeaec5625d9cb326effa55a427be9f587e7ec0d7336fb02a6aaf6b5"""
dbjorge,jorbs-spire-mod,"W/""521a8aa57122e47c9d559b86c99444a16bb239f54c35f564dd7dc310aaf133bb"""
DHowett,go-plist,"W/""3c04b12822e174a1ba01c20837e9995b7619dcef0b61a8d093c657e8f1956d24"""
drakeet,MultiType,"W/""94571b91912bbf15bc7d39ccf21f0277d8059dfb98a6ad713327488d57d10af1"""
dpaulson45,HealthChecker,"W/""932febefcf72816aff98cc6f56125123c57df65cd0e8ed2fca7a0473b6267159"""
drewnoakes,metadata-extractor,"W/""a0dd38d8c1be049dcf2d3f04a2c5c3bb770b3bfe71bfe2c60995af2d29290b08"""
dsplaisted,PCLStorage,"W/""5b14e0bb6c8586d6fbe3623560faf57c30f20c2b62f96d500d94aace2b8e5a85"""
eaplatanios,tensorflow_scala,"W/""1f4f18f0dfb07484c3e18cbaeaf2e1e4a2384c9c9777435f60278650b785e153"""
eamodio,vscode-gitlens,"W/""3c7639ca756027a3a5bccc6fec3787372e750eac8bb6fee4f1e1f6655b370d9a"""
