owner_login,name,etag
davkean,audio-switcher,"W/""395245560e07de44d8a6bef19e0b9824e5a527ffd5c86c8b2da37163e2b894b9"""
dbjorge,jorbs-spire-mod,"W/""b78b392c2d9f001d1b2ee5a8e17c881c7ed1f54314a69401537822ae7891c887"""
DHowett,go-plist,"W/""a1531b4f3cf54b89608fd0e206bece98339f36429fe82be3bf1ffc4f45917090"""
drakeet,MultiType,"W/""ed7779ac9efd78039225e193feba7f25a43779c6ed8568e7832b950b2275fc90"""
dpaulson45,HealthChecker,"W/""819dccf0ca1ebbdfebd51e0df2bdb5dc5a585d836f718516f69ceb479b89e8e4"""
drewnoakes,metadata-extractor,"W/""fe317f6f0dbe914d5edffb6231e74cc651f06e426d5cf2f85ac21eb0f0ed795f"""
dsplaisted,PCLStorage,"W/""c89abca251457e65d336bca27f84e42ee5e2f38fe67ff80f065cc1ee6d916e27"""
eaplatanios,tensorflow_scala,"W/""196b0521612552e3981f3e7249326f1e6141148bc53337ee5b93cd6bf5459e54"""
eamodio,vscode-gitlens,"W/""55cbe459f5dab146d402529691e6fdbd1604af8fdbeaec440990cf81d160fac6"""
