issue_id,id
288294361,11969894
268946924,11969894
256891137,11969894
248260703,11969894
234939836,11969894
232057846,11969894
219401260,11969894
219396408,11969894
219366866,11969894
206792912,11969894
197432388,11969894
182697151,11969894
175647648,11969894
175412739,11969894
168465623,11969894
166078501,331234
161720587,11969894
160735857,11969894
153774921,11969894
149123556,11969894
146385601,11969894
143922498,11969894
142972209,11969894
142967476,11969894
141996531,11969894
138293660,11969894
138292824,11969894
134960177,11969894
133370950,11969894
133369744,11969894
133352180,11969894
133321629,11969894
132915881,11969894
132898182,11969894
131930691,331234
131807067,11969894
131794153,11969894
131793582,11969894
131792401,11969894
122622455,331234
827627388,69105
754121616,534619
606362552,534619
546176838,534619
526383794,534619
524679537,2289
524536366,8863692
497598294,534619
497597766,534619
497177242,534619
489177920,534619
453917219,534619
446361772,534619
411091923,534619
311509169,15074808
703392637,417814
57736979,417814
37204982,417814
36216190,417814
17081284,3261985
16903868,3261985
16724147,3261985
136196894,1476029
15284736,852626
15226811,852626
15213111,852626
15189418,852626
15178890,852626
412496913,23099246
358834559,75011
235552452,5632040
181780638,81942
5988749,81942
2724059,81942
