k,probability,b_val
0,0.0088,0.9
1,0.0282,0.9
2,0.0313,0.9
3,0.0414,0.9
4,0.0435,0.9
5,0.0464,0.9
6,0.0475,0.9
7,0.0489,0.9
8,0.0527,0.9
9,0.0503,0.9
10,0.0539,0.9
11,0.0518,0.9
12,0.0516,0.9
13,0.0541,0.9
14,0.0546,0.9
15,0.0534,0.9
16,0.0546,0.9
17,0.0552,0.9
18,0.0597,0.9
19,0.1121,0.9
20,0.0,0.9
