k,probability,b_val
0,0.0081,-0.9
1,0.0265,-0.9
2,0.0351,-0.9
3,0.0386,-0.9
4,0.0468,-0.9
5,0.0472,-0.9
6,0.0472,-0.9
7,0.0423,-0.9
8,0.0507,-0.9
9,0.0462,-0.9
10,0.0524,-0.9
11,0.0542,-0.9
12,0.0584,-0.9
13,0.0601,-0.9
14,0.0532,-0.9
15,0.0536,-0.9
16,0.0572,-0.9
17,0.0595,-0.9
18,0.0613,-0.9
19,0.1014,-0.9
20,0.0,-0.9
