owner,repo,checked_at,etag
mbest,knockout.punches,2021-04-26T01:17:49Z,"W/""0f5f9fce8d35a31f6f170169520a63d047cb2a249531069c570faa8fa2d23741"""
mhutch,MonoDevelop.AddinMaker,2021-04-26T01:17:51Z,"W/""bcd37ba9eb1be9e200963c104498e21f139177b89a88add2ab11b4627ccaab06"""
migueldeicaza,TensorFlowSharp,2021-04-26T01:18:02Z,"W/""b3fda14006a2d610c86a93ba054556d7f88c1df88253af419132043e0d709c37"""
Mimetis,Dotmim.Sync,2021-04-26T01:18:12Z,"W/""39451fc6ee2ee9ff9046dbdfe02cb1de26e7c3b9fa60dc89f7823823a2849e27"""
mmanela,chutzpah,2021-04-26T01:18:31Z,"W/""6d4407e5ae23db83bdb79bf96cd0b648b1d8609a8eb51b87c96be1bfcbd13693"""
mmanela,diffplex,2021-04-26T01:18:33Z,"W/""3606f420e3a14a11a70dfe6d2fa9b5cc58c7f97373fb52be5d95f661b0c232c7"""
mohitbagra,vsts-extensions,2021-04-26T01:18:35Z,"W/""5fdd980472ffb5bbd4bfd731ccb04ed74e0e900f338e957a93896baa7cea1eb5"""
msoeken,cirkit,2021-04-26T01:18:37Z,"W/""ba690618b24e6e0d37d093506041a4a4d451fe1d43d9a7607f3382314a09de5a"""
NateRickard,Plugin.AudioRecorder,2021-04-26T01:18:38Z,"W/""9b34bf44ecf3d9174145cfe55d1ba57aec2a899d91bacbf6524cf26c36be680a"""
