owner,repo,etag
mbest,knockout.punches,"W/""d7d6659e6a31fa8b03a3e980164dd0fe00837021359cbcd0b082670c767ede03"""
mhutch,MonoDevelop.AddinMaker,"W/""24b261c957ef1339a18e13018c0cc1ed7b139b1bb754a125d2a448585c2b6cee"""
migueldeicaza,TensorFlowSharp,"W/""39234256e27ac2e20b019caac6295fce677c8261fa094df415ce6b6e380c9bd6"""
Mimetis,Dotmim.Sync,"W/""f4e4b16163bad5a7ddf450e0fda1e7631155675cce969f13ba2daea7be1fc7e8"""
mmanela,chutzpah,"W/""7716aac839e0c37f9d19f9b3038b59a5420a26276f8e4ff786679ae57e2cc29c"""
mmanela,diffplex,"W/""086717f3288537e4763e56c69469304f4d3dca61b6c27697a69102835c948b8b"""
mohitbagra,vsts-extensions,"W/""dd5bef251d4ddc78a3199f39b373120d304f1cc2f117e47bf71d759b58f07f02"""
msoeken,cirkit,"W/""0b236c558a23ef1cd944f084f8a8f2a21e52209810e4269e21b31599bd6db1f0"""
NateRickard,Plugin.AudioRecorder,"W/""5c2e9605b96bbede23dc246b400cc7951a7941c073d43975c72a592e65211b81"""
