owner_login,name,etag
mbest,knockout.punches,"W/""aa75271d8bac12ed2d0bfcffbb38555d876a027c9d230461895d15e730e5e443"""
mhutch,MonoDevelop.AddinMaker,"W/""89212829130f16c846cc9a483359c57a1ca9bd9a98c860b7e49a6df45c1abf5e"""
migueldeicaza,TensorFlowSharp,"W/""e60d57251a739068cb3e91147463ebda1dfab574ea6580697619684d628b45f1"""
Mimetis,Dotmim.Sync,"W/""59bd6b7182411b7c55304dfa37130900ec3332a623428b56fbd005921ebac432"""
mmanela,chutzpah,"W/""e48f3fd6788c2da9dba4ab75c327537a2353a1dd30495bf375a3c8c1909b6caa"""
mmanela,diffplex,"W/""de309d761dea43eb8d5e1d469ea4ed65f237f936a411aabe7de9fd35fd692d48"""
mohitbagra,vsts-extensions,"W/""58fb3c8465871b9c0e68e7ca81a93fc3c1a25eedfd38a48ac6c4245ff3dadc90"""
msoeken,cirkit,"W/""c243b7fca752ef11ad63057c041e224da5bc7bb5e7dbdfc0eda86dacb4311ece"""
NateRickard,Plugin.AudioRecorder,"W/""e4bdf1617115a6f6a8fbff0b8732d09a6cef31290722846fa9edf6cedd2a5851"""
